COL8A2	1p34.2	P25067	CO8A2_HUMAN	120252	
COL9A2	1p32.3-p33	Q14055	CO9A2_HUMAN	120260	
COLGALT2	1q25	Q8IYK4	GT252_HUMAN	617533	
COP1	1q25.1-q25.2	Q8NHY2	COP1_HUMAN	608067	
COPA	1q23-q25	P53621	COPA_HUMAN	601924	
COQ8A	1q42.13	Q8NI60	COQ8A_HUMAN	606980	
CORT	1p36.22	O00230	CORT_HUMAN	602784	
COX20	1q44	Q5RI15	COX20_HUMAN	614698	
CPLANE2	1p36.13	Q9BU20	CPLN2_HUMAN		Ciliogenesis and planar polarity effector 2 (REM2- and Rab-like small GTPase 1) [C1orf89] [RSG1]
CPT2	1p11-p13	P23786	CPT2_HUMAN	600650	
CPTP	1p36.33	Q5TA50	CPTP_HUMAN	615467	
CR1	1q32	P17927	CR1_HUMAN	120620	
CR1L	1q32.1	Q2VPA4	CR1L_HUMAN	605886	
CR2	1q32	P20023	CR2_HUMAN	120650	
CRABP2	1q21.3	P29373	RABP2_HUMAN	180231	
CRB1	1q31-q32.1	P82279	CRUM1_HUMAN	604210	
CRCT1	1q21	Q9UGL9	CRCT1_HUMAN	617426	
CREB3L4	1q21.3	Q8TEY5	CR3L4_HUMAN	607138	
CREG1	1q24	O75629	CREG1_HUMAN	618055	
CRNN	1q21.3	Q9UBG3	CRNN_HUMAN	611312	
CROCC	1p36.13	Q5TZA2	CROCC_HUMAN	615776	
CROCCP2	1p36.13	Q86T23	CROL1_HUMAN		Putative ciliary rootlet coiled-coil protein-like 1 protein (Ciliary rootlet coiled-coil protein pseudogene 2) [CROCCL1]
CROCCP3	1p36.13	Q8IVE0	CROL2_HUMAN		Putative ciliary rootlet coiled-coil protein-like 2 protein (Ciliary rootlet coiled-coil protein pseudogene 3) [CROCCL2] [KIAA1922]
CRP	1q21-q23	P02741	CRP_HUMAN	123260	
CRTC2	1q21.3	Q53ET0	CRTC2_HUMAN	608972	
CRYBG2	1p35	Q8N1P7	CRBG2_HUMAN		Beta/gamma crystallin domain-containing protein 2 (Absent in melanoma 1-like protein) [AIM1L]
CRYZ	1p22-p31	Q08257	QOR_HUMAN	123691	
CSDE1	1p22	O75534	CSDE1_HUMAN	191510	
CSF1	1p13-p21	P09603	CSF1_HUMAN	120420	
CSF3R	1p34.3-p35	Q99062	CSF3R_HUMAN	138971	
CSMD2	1p34.3	Q7Z408	CSMD2_HUMAN	608398	
CSRP1	1q32	P21291	CSRP1_HUMAN	123876	
CTBS	1p22	Q01459	DIAC_HUMAN	600873	
CTH	1p31.1	P32929	CGL_HUMAN	607657	
CTNNBIP1	1p36.22	Q9NSA3	CNBP1_HUMAN	607758	
CTPS1	1p34.1	P17812	PYRG1_HUMAN	123860	
CTRC	1p36.11-p36.23	Q99895	CTRC_HUMAN	601405	
CTSE	1q31	P14091	CATE_HUMAN	116890	
CTSK	1q21	P43235	CATK_HUMAN	601105	
CTSS	1q21	P25774	CATS_HUMAN	116845	
CTTNBP2NL	1p13.2	Q9P2B4	CT2NL_HUMAN	615100	
CTXND2	1q21.3	A0A1B0GV90	CTXD2_HUMAN		Cortexin domain containing 2
CYB561D1	1p13.2	Q8N8Q1	C56D1_HUMAN		Cytochrome b561 domain-containing protein 1
CYB5R1	1p36.13-q41	Q9UHQ9	NB5R1_HUMAN	608341	
CYB5RL	1p32.3	Q6IPT4	NB5R5_HUMAN		NADH-cytochrome b5 reductase-like (EC 1.6.2.2)
CYP2J2	1p31.2-p31.3	P51589	CP2J2_HUMAN	601258	
CYP4A11	1p32.3	Q02928	CP4AB_HUMAN	601310	
CYP4A22	1p33	Q5TCH4	CP4AM_HUMAN	615341	
CYP4B1	1p12-p34	P13584	CP4B1_HUMAN	124075	
CYP4X1	1p33	Q8N118	CP4X1_HUMAN	614999	
CYP4Z1	1p33	Q86W10	CP4Z1_HUMAN	618953	
CYP4Z2P	1p33	Q8N1L4	CP4Z2_HUMAN	618954	
CZIB	1p32.3	Q9NWV4	CZIB_HUMAN		CXXC motif containing zinc binding protein (UPF0587 protein C1orf123) [C1orf123]
DAB1	1p31	O75553	DAB1_HUMAN	603448	
DAP3	1q21	P51398	RT29_HUMAN	602074	
DARS2	1q25.1	Q6PI48	SYDM_HUMAN	610956	
DBT	1p31	P11182	ODB2_HUMAN	248610	
DCAF6	1q23.3	Q58WW2	DCAF6_HUMAN	610494	
DCAF8	1q22-q23	Q5TAQ9	DCAF8_HUMAN	615820	
DCDC2B	1p35.1	A2VCK2	DCD2B_HUMAN		Doublecortin domain-containing protein 2B
DCLRE1B	1p31.1	Q9H816	DCR1B_HUMAN	609683	
DCST1	1q22	Q5T197	DCST1_HUMAN		E3 ubiquitin-protein ligase DCST1 (EC 2.3.2.27) (DC-STAMP domain-containing protein 1) (RING-type E3 ubiquitin transferase)
DCST2	1q22	Q5T1A1	DCST2_HUMAN		DC-STAMP domain-containing protein 2
DDAH1	1p22	O94760	DDAH1_HUMAN	604743	
DDI2	1p36.21	Q5TDH0	DDI2_HUMAN		Protein DDI1 homolog 2 (EC 3.4.23.-)
DDOST	1p36.1	P39656	OST48_HUMAN	602202	
DDR2	1q12-q23	Q16832	DDR2_HUMAN	191311	
DDX20	1p13.2-p21.1	Q9UHI6	DDX20_HUMAN	606168	
DDX59	1q32.1	Q5T1V6	DDX59_HUMAN	615464	
DEDD	1q21.3	O75618	DEDD_HUMAN	606841	
DEGS1	1q42.11	O15121	DEGS1_HUMAN	615843	
DENND1B	1q31.3	Q6P3S1	DEN1B_HUMAN	613292	
DENND2C	1p13.2	Q68D51	DEN2C_HUMAN		DENN domain-containing protein 2C
DENND2D	1p13.3	Q9H6A0	DEN2D_HUMAN	615111	
DENND4B	1q21	O75064	DEN4B_HUMAN		DENN domain-containing protein 4B [KIAA0476]
DEPDC1	1p31.2	Q5TB30	DEP1A_HUMAN	612002	
DESI2	1q44	Q9BSY9	DESI2_HUMAN	614638	
DFFA	1p36.2-p36.3	O00273	DFFA_HUMAN	601882	
DFFB	1p36.3	O76075	DFFB_HUMAN	601883	
DHCR24	1p31.1-p33	Q15392	DHC24_HUMAN	606418	
DHDDS	1p35.3	Q86SQ9	DHDDS_HUMAN	608172	
DHRS3	1p36.1	O75911	DHRS3_HUMAN	612830	
DHX9	1q25	Q08211	DHX9_HUMAN	603115	
DIEXF	1q32.2	Q68CQ4	DIEXF_HUMAN		Digestive organ expansion factor homolog [C1orf107] [DEF]
DIO1	1p32-p33	P49895	IOD1_HUMAN	147892	
DIPK1A	1p22.1	Q5T7M9	DIK1A_HUMAN	614542	
DIRAS3	1p31	O95661	DIRA3_HUMAN	605193	
DISC1	1q42.1	Q9NRI5	DISC1_HUMAN	605210	
DISP1	1q42.12	Q96F81	DISP1_HUMAN	607502	
DISP3	1p36.22	Q9P2K9	DISP3_HUMAN	611251	
DLGAP3	1p34.1-p35.3	O95886	DLGP3_HUMAN	611413	
DMAP1	1p34	Q9NPF5	DMAP1_HUMAN	605077	
DMBX1	1p33	Q8NFW5	DMBX1_HUMAN	607410	
DMRTA2	1p33	Q96SC8	DMTA2_HUMAN	614804	
DMRTB1	1p32.3	Q96MA1	DMRTB_HUMAN	614805	
DNAH14	1q42.12	Q0VDD8	DYH14_HUMAN	603341	
DNAI3	1p22.3	Q8IWG1	DNAI3_HUMAN	617968	
DNAI4	1p31.3	Q5VTH9	DNAI4_HUMAN		Dynein intermediate chain 4, axonemal (Dynein axonemal intermediate chain 4) (WD repeat-containing protein 78) [WDR78]
DNAJB4	1pter-p22.2	Q9UDY4	DNJB4_HUMAN	611327	
DNAJC11	1p36.31	Q9NVH1	DJC11_HUMAN	614827	
DNAJC16	1p36.21	Q9Y2G8	DJC16_HUMAN		DnaJ homolog subfamily C member 16 precursor [KIAA0962]
DNAJC6	1p31.3	O75061	AUXI_HUMAN	608375	
DNAJC8	1p35.2	O75937	DNJC8_HUMAN		DnaJ homolog subfamily C member 8 (Splicing protein spf31) [SPF31] [HSPC315] [HSPC331]
DNALI1	1p35.1	O14645	IDLC_HUMAN	602135	
DNASE2B	1p22.3	Q8WZ79	DNS2B_HUMAN	608057	
DNM3	1q24.1	Q9UQ16	DYN3_HUMAN	611445	
DNTTIP2	1p22.1	Q5QJE6	TDIF2_HUMAN	611199	
DOCK7	1p32.1	Q96N67	DOCK7_HUMAN	615730	
DPH2	1p34.1	Q9BQC3	DPH2_HUMAN	603456	
DPH5	1p21.2	Q9H2P9	DPH5_HUMAN	611075	
DPM3	1q21.2	Q9P2X0	DPM3_HUMAN	605951	
DPT	1q22-q23	Q07507	DERM_HUMAN	125597	
DPYD	1p22	Q12882	DPYD_HUMAN	612779	
DR1	1p22.1	Q01658	NC2B_HUMAN	601482	
DRAM2	1p13.3	Q6UX65	DRAM2_HUMAN	613360	
DRAXIN	1p36.22	Q8NBI3	DRAXI_HUMAN	612682	
DSTYK	1q32.1	Q6XUX3	DUSTY_HUMAN	612666	
DTL	1q32.1-q32.2	Q9NZJ0	DTL_HUMAN	610617	
DUSP10	1q41	Q9Y6W6	DUS10_HUMAN	608867	
DUSP12	1q21-q22	Q9UNI6	DUS12_HUMAN	604835	
DUSP23	1q23.2	Q9BVJ7	DUS23_HUMAN	618361	
DVL1	1p36	O14640	DVL1_HUMAN	601365	
DYNLT4	1p34.1	Q5JR98	DYLT4_HUMAN	611713	
DYNLT5	1p31.3	Q8N7M0	DYLT5_HUMAN		Dynein light chain Tctex-type 5 (Tctex1 domain-containing protein 1) [TCTEX1D1]
DYRK3	1q32	O43781	DYRK3_HUMAN	603497	
E2F2	1p36	Q14209	E2F2_HUMAN	600426	
EBNA1BP2	1p33-p35	Q99848	EBP2_HUMAN	614443	
ECE1	1p36.1	P42892	ECE1_HUMAN	600423	
ECHDC2	1p32.3	Q86YB7	ECHD2_HUMAN		Enoyl-CoA hydratase domain-containing protein 2, mitochondrial precursor
ECM1	1q21	Q16610	ECM1_HUMAN	602201	
EDARADD	1q42.3	Q8WWZ3	EDAD_HUMAN	606603	
EDEM3	1q25	Q9BZQ6	EDEM3_HUMAN	610214	
EDN2	1pter-p21	P20800	EDN2_HUMAN	131241	
EEF1AKNMT	1q24.3	Q8N6R0	EFNMT_HUMAN	617987	
EFCAB14	1pter-p22.1	O75071	EFC14_HUMAN		EF-hand calcium-binding domain-containing protein 14 [KIAA0494]
EFCAB2	1q44	Q5VUJ9	DRC8_HUMAN		Dynein regulatory complex protein 8 (EF-hand calcium-binding domain-containing protein 2) [DRC8]
EFCAB7	1p31.3	A8K855	EFCB7_HUMAN	617632	
EFHD2	1p36.21	Q96C19	EFHD2_HUMAN	616450	
EFNA1	1q21-q22	P20827	EFNA1_HUMAN	191164	
EFNA3	1q21-q22	P52797	EFNA3_HUMAN	601381	
EFNA4	1q21-q22	P52798	EFNA4_HUMAN	601380	
EGLN1	1q42.1	Q9GZT9	EGLN1_HUMAN	606425	
EIF2B3	1p34.1	Q9NR50	EI2BG_HUMAN	606273	
EIF2D	1q31-q32	P41214	EIF2D_HUMAN	613709	
EIF3I	1p34.1	Q13347	EIF3I_HUMAN	603911	
EIF4G3	1p36.12	O43432	IF4G3_HUMAN	603929	
ELAPOR1	1p13.3	Q6UXG2	ELAP1_HUMAN	611298	
ELAVL4	1p34	P26378	ELAV4_HUMAN	168360	
ELF3	1q32.2	P78545	ELF3_HUMAN	602191	
ELK4	1q32	P28324	ELK4_HUMAN	600246	
ELOA	1p36.1	Q14241	ELOA1_HUMAN	600786	
ELOVL1	1p34.2	Q9BW60	ELOV1_HUMAN	611813	
EMC1	1p36.13	Q8N766	EMC1_HUMAN	616846	
ENAH	1q42.12	Q8N8S7	ENAH_HUMAN	609061	
ENO1	1p36.2-p36.3	P06733	ENOA_HUMAN	172430	
ENSA	1q21.3	O43768	ENSA_HUMAN	603061	
EPB41	1p32-p33	P11171	EPB41_HUMAN	130500	
EPHA10	1p34.3	Q5JZY3	EPHAA_HUMAN	611123	
EPHA2	1p36	P29317	EPHA2_HUMAN	176946	
EPHA8	1p35.2-p36.13	P29322	EPHA8_HUMAN	176945	
EPHB2	1p35-p36.1	P29323	EPHB2_HUMAN	600997	
EPHX1	1q42.1	P07099	HYEP_HUMAN	132810	
EPHX4	1p22.1	Q8IUS5	EPHX4_HUMAN	617401	
EPRS1	1q41-q42	P07814	SYEP_HUMAN	138295	
EPS15	1p32	P42566	EPS15_HUMAN	600051	
EPS8L3	1p13.3	Q8TE67	ES8L3_HUMAN	614989	
ERI3	1p32	O43414	ERI3_HUMAN	609917	
ERICH3	1p31.1	Q5RHP9	ERIC3_HUMAN		Glutamate-rich protein 3 [C1orf173]
ERMAP	1p34	Q96PL5	ERMAP_HUMAN	609017	
ERO1B	1q42.2-q43	Q86YB8	ERO1B_HUMAN	615437	
ERRFI1	1p36.12-p36.33	Q9UJM3	ERRFI_HUMAN	608069	
ERVK-18	1q23.3	O42043	ENK18_HUMAN		Endogenous retrovirus group K member 18 Env polyprotein (Envelope polyprotein) (HERV-K(C1a) envelope protein) (HERV-K110 envelope protein) (HERV-K18 envelope protein) (HERV-K18 superantigen) (HERV-K_1q23.3 provirus ancestral Env polyprotein) (IDDMK1,2 22 envelope protein) (IDDMK1,2 22 superantigen) [Contains: Surface protein (SU); Transmembrane protein (TM)]
ERVK-18	1q23.3	P63123	VPK18_HUMAN		Endogenous retrovirus group K member 18 Pro protein (HERV-K(C1a) Pro protein) (HERV-K110 Pro protein) (HERV-K18 Pro protein) (HERV-K_1q23.3 provirus ancestral Pro protein) (EC 3.4.23.50) (Protease) (Proteinase) (PR)
ERVK-18	1q23.3	Q9QC07	POK18_HUMAN		Endogenous retrovirus group K member 18 Pol protein (HERV-K(C1a) Pol protein) (HERV-K110 Pol protein) (HERV-K18 Pol protein) (HERV-K_1q23.3 provirus ancestral Pol protein) [Includes: Reverse transcriptase (EC 2.7.7.49); Ribonuclease H (EC 3.1.26.4) (RNase H)]
ERVK-7	1q22	P61567	ENK7_HUMAN	614013	
ERVK-7	1q22	P61582	NP7_HUMAN	614013	
ERVK-7	1q22	P63130	GAK7_HUMAN	614013	
ERVK-7	1q22	P63131	VPK7_HUMAN	614013	
ERVK-7	1q22	P63135	POK7_HUMAN	614013	
ERVK11-1	1p13.3	P61568	ENK11_HUMAN		Putative endogenous retrovirus group K member 11-1 Env polyprotein (Envelope polyprotein) (HERV-K_1p13.3 provirus ancestral Env polyprotein) [Includes: Truncated surface protein (SU)]
ESPN	1p36.31	B1AK53	ESPN_HUMAN	606351	
ESRRG	1q41	P62508	ERR3_HUMAN	602969	
ETNK2	1q31.1	Q9NVF9	EKI2_HUMAN	609859	
ETV3	1q21-q23	P41162	ETV3_HUMAN	164873	
ETV3L	1q23.1	Q6ZN32	ETV3L_HUMAN		ETS translocation variant 3-like protein
EVA1B	1p34.3	Q9NVM1	EVA1B_HUMAN		Protein eva-1 homolog B (Protein FAM176B) [C1orf78] [FAM176B]
EVI5	1p22	O60447	EVI5_HUMAN	602942	
EXO1	1q43	Q9UQ84	EXO1_HUMAN	606063	
EXO5	1p34.2	Q9H790	EXO5_HUMAN	618601	
EXOC8	1q42.2	Q8IYI6	EXOC8_HUMAN	615283	
EXOSC10	1pter-p12	Q01780	EXOSX_HUMAN	605960	
EXTL1	1p36.1	Q92935	EXTL1_HUMAN	601738	
EXTL2	1p21	Q9UBQ6	EXTL2_HUMAN	602411	
EYA3	1p36	Q99504	EYA3_HUMAN	601655	
F11R	1q21.2-q21.3	Q9Y624	JAM1_HUMAN	605721	
F13B	1q31-q32.1	P05160	F13B_HUMAN	134580	
F3	1p21-p22	P13726	TF_HUMAN	134390	
F5	1q23	P12259	FA5_HUMAN	612309	
FAAH	1p34-p35	O00519	FAAH1_HUMAN	602935	
FAAP20	1p36.33	Q6NZ36	FAP20_HUMAN	615183	
FABP3	1p32-p33	P05413	FABPH_HUMAN	134651	
FAF1	1p33	Q9UNN5	FAF1_HUMAN	604460	
FAM102B	1p13.3	Q5T8I3	F102B_HUMAN		Protein FAM102B
FAM110D	1p36.11	Q8TAY7	F110D_HUMAN		Protein FAM110D [GRRP1]
FAM131C	1p36.13	Q96AQ9	F131C_HUMAN		Protein FAM131C [C1orf117]
FAM151A	1p32.3	Q8WW52	F151A_HUMAN		Protein FAM151A [C1orf179] [UNQ3034/PRO9836]
FAM163A	1q25.2	Q96GL9	F163A_HUMAN	611727	
FAM167B	1p35.1	Q9BTA0	F167B_HUMAN		Protein FAM167B [C1orf90]
FAM177B	1q41	A6PVY3	F177B_HUMAN		Protein FAM177B
FAM183A	1p34.2	A6NL82	F183A_HUMAN		Protein FAM183A
FAM189B	1q21	P81408	F189B_HUMAN		Protein FAM189B (Protein COTE1) [C1orf2] [COTE1]
FAM20B	1p36.13-q41	O75063	XYLK_HUMAN	611063	
FAM229A	1p35.1	H3BQW9	F229A_HUMAN		Protein FAM229A
FAM43B	1p36.12	Q6ZT52	FA43B_HUMAN		Protein FAM43B
FAM71A	1q32.3	Q8IYT1	FA71A_HUMAN		Protein FAM71A
FAM72A	1q32.1	Q5TYM5	FA72A_HUMAN	614710	
FAM72B	1p12	Q86X60	FA72B_HUMAN	614711	
FAM72C	1q21.2	H0Y354	FA72C_HUMAN		Protein FAM72C
FAM72D	1	Q6L9T8	FA72D_HUMAN	614712	
FAM76A	1p35.3	Q8TAV0	FA76A_HUMAN		Protein FAM76A
FAM78B	1q24.1	Q5VT40	FA78B_HUMAN		Protein FAM78B
FAM89A	1q42.2	Q96GI7	FA89A_HUMAN		Protein FAM89A [C1orf153]
FASLG	1q23	P48023	TNFL6_HUMAN	134638	
FBLIM1	1p36.13	Q8WUP2	FBLI1_HUMAN	607747	
FBXO2	1p36.23	Q9UK22	FBX2_HUMAN	607112	
FBXO28	1q42.12	Q9NVF7	FBX28_HUMAN	609100	
FBXO42	1p36.11-p36.23	Q6P3S6	FBX42_HUMAN	609109	
FBXO44	1p36.21	Q9H4M3	FBX44_HUMAN	609111	
FBXO6	1p36.11-p36.23	Q9NRD1	FBX6_HUMAN	605647	
FCAMR	1q32.1	Q8WWV6	FCAMR_HUMAN	605484	
FCER1A	1q23	P12319	FCERA_HUMAN	147140	
FCER1G	1q23	P30273	FCERG_HUMAN	147139	
FCGR1A	1q21.2-q21.3	P12314	FCGR1_HUMAN	146760	
FCGR1B	1p11.2	Q92637	FCGRB_HUMAN	601502	
FCGR2A	1q23	P12318	FCG2A_HUMAN	146790	
FCGR2B	1q23	P31994	FCG2B_HUMAN	604590	
FCGR2C	1q23	P31995	FCG2C_HUMAN	612169	
FCGR3A	1q23	P08637	FCG3A_HUMAN	146740	
FCGR3B	1q23	O75015	FCG3B_HUMAN	610665	
FCMR	1q31-q32	O60667	FAIM3_HUMAN	606015	
FCN3	1p36.11	O75636	FCN3_HUMAN	604973	
FCRL1	1q21-q22	Q96LA6	FCRL1_HUMAN	606508	
FCRL2	1q21	Q96LA5	FCRL2_HUMAN	606509	
FCRL3	1q21-q22	Q96P31	FCRL3_HUMAN	606510	
FCRL4	1q21	Q96PJ5	FCRL4_HUMAN	605876	
FCRL5	1q21	Q96RD9	FCRL5_HUMAN	605877	
FCRL6	1q23.2	Q6DN72	FCRL6_HUMAN	613562	
FCRLA	1q23.3	Q7L513	FCRLA_HUMAN	606891	
FCRLB	1q23.3	Q6BAA4	FCRLB_HUMAN	609251	
FDPS	1p36.13-q24.1	P14324	FPPS_HUMAN	134629	
FGGY	1p32.1	Q96C11	FGGY_HUMAN	611370	
FGR	1p36.1-p36.2	P09769	FGR_HUMAN	164940	
FH	1q42.1	P07954	FUMH_HUMAN	136850	
FHAD1	1p36.21	B1AJZ9	FHAD1_HUMAN		Forkhead-associated domain-containing protein 1 (FHA domain-containing protein 1) [KIAA1937]
FHL3	1p34	Q13643	FHL3_HUMAN	602790	
FLAD1	1q22	Q8NFF5	FAD1_HUMAN	610595	
FLG	1q21	P20930	FILA_HUMAN	135940	
FLG2	1q21.3	Q5D862	FILA2_HUMAN	616284	
FLVCR1	1q32.3	Q9Y5Y0	FLVC1_HUMAN	609144	
FLVCR1-DT	1q32.2	Q8TAF5	LQK1_HUMAN	610864	
FMN2	1q43	Q9NZ56	FMN2_HUMAN	606373	
FMO1	1q23-q25	Q01740	FMO1_HUMAN	136130	
FMO2	1q23-q25	Q99518	FMO2_HUMAN	603955	
FMO3	1q23-q25	P31513	FMO3_HUMAN	136132	
FMO4	1q23-q25	P31512	FMO4_HUMAN	136131	
FMO5	1q21.1	P49326	FMO5_HUMAN	603957	
FMO6P	1q23-q25	O60774	FMO6_HUMAN		Putative dimethylaniline monooxygenase [N-oxide-forming] 6 (EC 1.14.13.8) (Dimethylaniline oxidase 6) (Flavin-containing monooxygenase 6) (FMO 6) [FMO6]
FMOD	1q32	Q06828	FMOD_HUMAN	600245	
FNBP1L	1p22.1	Q5T0N5	FBP1L_HUMAN	608848	
FNDC10	1p36.33	F2Z333	FND10_HUMAN		Fibronectin type III domain-containing protein 10 precursor [C1orf233]
FNDC5	1p35.1	Q8NAU1	FNDC5_HUMAN	611906	
FNDC7	1p13.3	Q5VTL7	FNDC7_HUMAN		Fibronectin type III domain-containing protein 7 precursor
FOXD2	1p32-p34	O60548	FOXD2_HUMAN	602211	
FOXD3	1p31-p32	Q9UJU5	FOXD3_HUMAN	611539	
FOXE3	1p32	Q13461	FOXE3_HUMAN	601094	
FOXJ3	1pter-q31.3	Q9UPW0	FOXJ3_HUMAN	616035	
FOXO6	1p34.2	A8MYZ6	FOXO6_HUMAN	611457	
FPGT	1p31.1	O14772	FPGT_HUMAN	603609	
FRRS1	1p21.2	Q6ZNA5	FRRS1_HUMAN	611578	
FUBP1	1p31.1	Q96AE4	FUBP1_HUMAN	603444	
FUCA1	1p34	P04066	FUCO_HUMAN	612280	
FYB2	1p32.2	Q5VWT5	FYB2_HUMAN	618478	
G0S2	1q32.2-q41	P27469	G0S2_HUMAN	614447	
GABPB2	1q21.1	Q8TAK5	GABP2_HUMAN		GA-binding protein subunit beta-2 (GABP subunit beta-2) (GABPB-2)
GABRD	1p36.3	O14764	GBRD_HUMAN	137163	
GADD45A	1p31.1-p31.2	P24522	GA45A_HUMAN	126335	
GALE	1p35.1-p36.12	Q14376	GALE_HUMAN	606953	
GALNT2	1q41-q42	Q10471	GALT2_HUMAN	602274	
GATAD2B	1q21.3	Q8WXI9	P66B_HUMAN	614998	
GBA	1q21	P04062	GLCM_HUMAN	606463	
GBP1	1p22.1	P32455	GBP1_HUMAN	600411	
GBP2	1pter-p13.2	P32456	GBP2_HUMAN	600412	
GBP3	1p22.2	Q9H0R5	GBP3_HUMAN	600413	
GBP4	1p22.2	Q96PP9	GBP4_HUMAN	612466	
GBP5	1p22.2	Q96PP8	GBP5_HUMAN	611467	
GBP6	1p22.2	Q6ZN66	GBP6_HUMAN	612467	
GBP7	1p22.2	Q8N8V2	GBP7_HUMAN	612468	
GCLM	1p22.1	P48507	GSH0_HUMAN	601176	
GCSAML	1q44	Q5JQS6	GSAML_HUMAN		Germinal center-associated signaling and motility-like protein [C1orf150]
GDAP2	1q11	Q9NXN4	GDAP2_HUMAN	618128	
GFI1	1p22	Q99684	GFI1_HUMAN	600871	
GGPS1	1q43	O95749	GGPPS_HUMAN	606982	
GIPC2	1p31.1	Q8TF65	GIPC2_HUMAN		PDZ domain-containing protein GIPC2
GJA4	1p35.1	P35212	CXA4_HUMAN	121012	
GJA5	1pter-q12	P36382	CXA5_HUMAN	121013	
GJA8	1q21.1	P48165	CXA8_HUMAN	600897	
GJA9	1p34	P57773	CXA9_HUMAN	611923	
GJB3	1p34	O75712	CXB3_HUMAN	603324	
GJB4	1p34.3	Q9NTQ9	CXB4_HUMAN	605425	
GJB5	1p35.1	O95377	CXB5_HUMAN	604493	
GJC2	1q41-q42	Q5T442	CXG2_HUMAN	608803	
GLIS1	1p32.3	Q8NBF1	GLIS1_HUMAN	610378	
GLMN	1p22.1	Q92990	GLMN_HUMAN	601749	
GLMP	1q22	Q8WWB7	GLMP_HUMAN		Glycosylated lysosomal membrane protein precursor (Lysosomal protein NCU-G1) [C1orf85] [PSEC0030] [UNQ2553/PRO6182]
GLRX2	1q31.2-q31.3	Q9NS18	GLRX2_HUMAN	606820	
GLUL	1q31	P15104	GLNA_HUMAN	138290	
GMEB1	1p35.3	Q9Y692	GMEB1_HUMAN	604409	
GNAI3	1p13	P08754	GNAI3_HUMAN	139370	
GNAT2	1p13	P19087	GNAT2_HUMAN	139340	
GNB1	1pter-p31.2	P62873	GBB1_HUMAN	139380	
GNG12	1p31.2	Q9UBI6	GBG12_HUMAN	615405	
GNG4	1q42.3	P50150	GBG4_HUMAN	604388	
GNG5	1p22	P63218	GBG5_HUMAN	600874	
GNL2	1p35.2	Q13823	NOG2_HUMAN	609365	
GNPAT	1q42.11-q42.3	O15228	GNPAT_HUMAN	602744	
GNRHR2	1q12	Q96P88	GNRR2_HUMAN	612875	
GOLPH3L	1q21	Q9H4A5	GLP3L_HUMAN	612208	
GOLT1A	1q32.1	Q6ZVE7	GOT1A_HUMAN		Vesicle transport protein GOT1A (Golgi transport 1 homolog A) (hGOT1b) [GOT1B]
GON4L	1q22	Q3T8J9	GON4L_HUMAN	610393	
GORAB	1q24.2	Q5T7V8	GORAB_HUMAN	607983	
GPA33	1q23.2	Q99795	GPA33_HUMAN	602171	
GPATCH2	1q41	Q9NW75	GPTC2_HUMAN		G patch domain-containing protein 2 [GPATC2]
GPATCH3	1p35.1-p35.3	Q96I76	GPTC3_HUMAN	617486	
GPATCH4	1q22	Q5T3I0	GPTC4_HUMAN		G patch domain-containing protein 4 [GPATC4]
GPBP1L1	1p34.1	Q9HC44	GPBL1_HUMAN		Vasculin-like protein 1 (GC-rich promoter-binding protein 1-like 1) [SP192]
GPN2	1p36.11	Q9H9Y4	GPN2_HUMAN		GPN-loop GTPase 2 (ATP-binding domain 1 family member B) [ATPBD1B] [UNQ5828/PRO19647]
GPR137B	1q42-q43	O60478	G137B_HUMAN	604658	
GPR153	1p36.31	Q6NV75	GP153_HUMAN		Probable G-protein coupled receptor 153 (G-protein coupled receptor PGR1) [PGR1]
GPR157	1p36.22	Q5UAW9	GP157_HUMAN		G-protein coupled receptor 157
GPR161	1q24.2	Q8N6U8	GP161_HUMAN	612250	
GPR25	1q32.1	O00155	GPR25_HUMAN	602174	
GPR3	1p35-p36.1	P46089	GPR3_HUMAN	600241	
GPR37L1	1q31.3	O60883	G37L1_HUMAN	617630	
GPR52	1q24	Q9Y2T5	GPR52_HUMAN	604106	
GPR61	1p13.2	Q9BZJ8	GPR61_HUMAN	606916	
GPR88	1p21.3	Q9GZN0	GPR88_HUMAN	607468	
GPR89A	1q21.1	B7ZAQ6	GPHRA_HUMAN	612821	
GPR89B	1q21.1	P0CG08	GPHRB_HUMAN	612806	
GPSM2	1p13.2	P81274	GPSM2_HUMAN	609245	
GPX7	1p32	Q96SL4	GPX7_HUMAN	615784	
GREM2	1q43	Q9H772	GREM2_HUMAN	608832	
GRHL3	1p36.11	Q8TE85	GRHL3_HUMAN	608317	
GRIK3	1p33-p34	Q13003	GRIK3_HUMAN	138243	
GSTM1	1p13.3	P09488	GSTM1_HUMAN	138350	
GSTM2	1p13.3	P28161	GSTM2_HUMAN	138380	
GSTM3	1p13.3	P21266	GSTM3_HUMAN	138390	
GSTM4	1p13.3	Q03013	GSTM4_HUMAN	138333	
GSTM5	1p13.3	P46439	GSTM5_HUMAN	138385	
GTF2B	1p21-p22	Q00403	TF2B_HUMAN	189963	
GUCA2A	1p34-p35	Q02747	GUC2A_HUMAN	139392	
GUCA2B	1p33-p34	Q16661	GUC2B_HUMAN	601271	
GUK1	1q32-q41	Q16774	KGUA_HUMAN	139270	
H2AC18	1q21.2	Q6FI13	H2A2A_HUMAN	142720	
